chemical_name,cas_number,purity_grades_sold,certifications,primary_hub_id,primary_hub_label,secondary_hubs,sub_industry_tags_provisional,top_customers,customer_count_3yr,last_shipped_date,total_gp_3yr,total_revenue_3yr,transaction_count_3yr,hubspot_deal_count,hubspot_deal_total_usd,kelly_review_status,reviewer_group_status,source_systems,primary_pnum,all_pnums,pmast
"MANGANESE (II) SULFATE, MONOHYDRATE, 99.5% pure, -8 mesh, MnSO₄.H₂O",LOOKUP_NEEDED,99.5%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,0014234 | 0014208,2,2024-03-26,137.92,1622.01,2,1,6158.08,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",11577,11577,11577
"ZIRCONIUM OXIDE, stabilized with 8% Yttrium Oxide, (99% pure, -325 mesh), ZrO₂/8 wt% Y₂O₃",LOOKUP_NEEDED,8% | 99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,NC State University,1,2024-09-06,137.69,146.69,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,18385,18385,18385
"CALCIUM RESINATE, MIL-C-20470A, Type II, C₄₀H₅₈CaO₄",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Riverbend Energetics,1,2025-02-10,137.01,228.35,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,11233,11233,11233
"SILICON (IV) OXIDE, FUMED, AMORPHOUS, 99% pure, -325 mesh, (Silicon Dioxide Fumed, Silica Fumed), SiO₂",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Tetra Technologies,1,2024-07-29,128.91,451.8,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,90127,90127,90127
"MAGNESIUM OXIDE, 98% pure, -30 mesh, MgO",LOOKUP_NEEDED,98%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Surfatas,1,2025-03-28,127.33,150.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,18481,18481,18481
"TIN (IV) OXIDE, 99.9% pure, -325 mesh, < 1 micron average, (Stannic Oxide), SnO₂",LOOKUP_NEEDED,99.9%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,E.I. Dupont  de Nemours & | Catalytic Combustion Corp,2,2025-09-18,118.07,125.0,3,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2025",13688,13688,13688
"STRONTIUM NITRATE, ACS Reagent, crystal, Sr(NO₃)₂",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,METSS Corporation,1,2024-08-22,112.7,149.5,1,1,760.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",11702,11702,11702
11313,LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2024-08-08,111.41,193.2,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11313,11313,11313
"LITHIUM OXIDE, 98.9% pure, powder, (Li₂O)",LOOKUP_NEEDED,98.9%,None observed,consumer-industrial,Consumer & Industrial,,PROVISIONAL: Consumer & Industrial,PPG Aerospace,1,2025-02-19,111.33,429.41,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,11661,11661,11661
"POTASSIUM SULFATE, MIL-P-193, Type II, (Sulfuric Acid, Dipotassium Salt), K₂SO₄",LOOKUP_NEEDED,Unknown,MIL-Spec,unclassified,Unclassified,,PROVISIONAL: Unclassified,METSS Corporation,1,2025-10-20,108.1,324.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,13201,13201,13201
"ALUMINUM OXIDE, 99.99% pure, 1-3 mm (Alumina) Al₂O₃",LOOKUP_NEEDED,99.99%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Battelle Pacific N. W. Labs,1,2023-10-05,107.5,557.5,1,1,577.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023",11363,11363,11363
"CALCIUM CARBONATE, ACS Reagent, -100 mesh,  CaCO₃",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,Analytichem Canada Inc.,1,2024-06-06,106.25,481.25,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,12911,12911,12911
"CALCIUM OXIDE, Technical Grade, powder, CaO",LOOKUP_NEEDED,Technical Grade,Technical Grade,unclassified,Unclassified,,PROVISIONAL: Unclassified,Heirloom Carbon Technologies,1,2024-12-16,100.0,100.0,2,1,1742.52,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",11423,11423,11423
"MAGNESIUM CHLORIDE, HEXAHYDRATE, Technical grade, flakes, MgCl₂.6H₂O",LOOKUP_NEEDED,Technical Grade,Technical Grade,unclassified,Unclassified,,PROVISIONAL: Unclassified,0014211,1,2024-06-20,100.0,100.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11719,11719,11719
"YTTRIUM OXIDE, 99.9% pure, < 6 microns average,  Y{2}O{3}",LOOKUP_NEEDED,99.9%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,SpaceX,1,2025-01-02,100.0,250.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,11211,11211,11211
11280,LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Saft America, Inc.",1,2024-08-12,100.0,100.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11280,11280,11280
"SODIUM SULFATE, ANHYDROUS, USP, flake, Na₂SO₄",LOOKUP_NEEDED,USP,Anhydrous | USP,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Unique Corals, Inc.",1,2024-02-26,100.0,600.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,16177,16177,16177
"MAGNESIUM CHLORIDE, HEXAHYDRATE, 75% SOLUTION, MgCl₂.6H₂O",LOOKUP_NEEDED,75%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Natural Calm,1,2023-10-27,100.0,500.0,1,1,500.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023",11708,11708,11708
"IRON METAL, POWDER, ATOMIZED, ANNEALED, 99.5% pure, -325 mesh, Fe",LOOKUP_NEEDED,99.5%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,SpaceX,1,2025-10-08,98.57,99.98,1,1,1357.2,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",11198,11198,11198
"STRONTIUM NITRATE, MIL-S-20322B, Grade B, Sr(NO₃)₂",LOOKUP_NEEDED,Unknown,MIL-Spec,unclassified,Unclassified,,PROVISIONAL: Unclassified,METSS Corporation,1,2024-08-22,97.85,293.6,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,15390,15390,15390
"NICKEL (II) SULFATE, HEXAHYDRATE, ACS Reagent, -4mesh, (Nickelous Sulfate, Hexahydrate), NiSO₄.6H₂O",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,"Glanbia Nutritionals (NA), Inc",1,2025-01-23,97.31,1462.75,1,1,1462.75,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",12613,12613,12613
"COBALT (II) OXIDE, 99.5% pure, <10 microns average, (Cobaltous Oxide, Cobalt Monoxide), CoO",LOOKUP_NEEDED,99.5%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Mo-Sci Corporation,1,2024-09-19,95.93,100.0,2,1,580.8,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",18382,18382,18382
"LITHOPONE, Zinc Sulfide 30% / Barium Sulfate 70%,-325 mesh,  ZnS/BaSO₄",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,0014235,1,2024-03-22,93.33,100.0,1,1,100.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",16144,16144,16144
"TARTARIC ACID, Technical grade, crystal, (2,3 Dihydroxybutanedioic acid) (HO₂CCH(OH)CH(OH)CO₂H)",LOOKUP_NEEDED,Technical Grade,Technical Grade,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,HACH Company,1,2025-03-24,91.83,100.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,90173,90173,90173
"MAGNESIUM OXIDE,  99.995% pure, -1250 mesh (2.8 mic aps) [Developmental for Heraeus Precious Metals], MgO",LOOKUP_NEEDED,99.995%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Heraeus Precious Metals NA,1,2023-05-11,90.0,175.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,C3034,C3034,C3034
"BARIUM SULFATE, Reagent grade, typically 0.7 micron average,  BaSO₄",LOOKUP_NEEDED,Reagent,Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,Plating International Inc.,1,2023-05-18,85.0,165.0,1,1,165.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023",90587,90587,90587
"ZIRCONIUM SILICATE, 325 mesh, (as specified in WSRC-TR-2003-00220, Rev 0)",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2025-03-03,82.72,135.3,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C2511,C2511,C2511
"LITHIUM TITANATE, 99% pure, -50 mesh, (Lithium Titanium Oxide), Li₂TiO₃",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Rensselaer Polytechnic Institute,1,2025-01-14,81.54,106.46,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,17811,17811,17811
"SURROGATE WASTE, AN-104 Envelope A3 Simulant Recipe #64mod for BNI",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,EigenValue Solutions LLC,1,2025-02-06,77.98,80.68,1,1,60.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",C2878,C2878,C2878
"SODIUM ALUMINATE, 99% pure, granular, (Sodium Aluminum Oxide), Na₂Al₂O₄",LOOKUP_NEEDED,99%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,Pyrotek High Temperature,1,2023-05-04,76.32,81.92,1,1,0.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023",11446,11446,11446
"STRONTIUM FERRITE, 99.5% pure, 1.3 microns, (Strontium Iron Oxide), SrFe₁₂O₁₉",LOOKUP_NEEDED,99.5%,None observed,energy,Energy & Nuclear,,PROVISIONAL: Energy & Nuclear,"Tesla, Inc.",1,2025-10-10,75.04,150.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,11560,11560,11560
"LANTHANUM OXIDE, 99.99% pure, -325 mesh, (Lanthanum Sesquioxide), La₂O₃",LOOKUP_NEEDED,99.99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Ben-Gurion University,1,2023-06-30,73.48,103.68,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,16763,16763,16763
"SODIUM FLUORIDE, 99.5% pure, ACS Reagent, -100 mesh,  NaF",LOOKUP_NEEDED,99.5% | ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,Celanese Ltd,1,2025-05-16,72.75,100.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,14011,14011,14011
"TUNGSTEN (VI) OXIDE, 99.99% pure, -325 mesh (yellow-green), (Tungsten Trioxide; Tungstic Oxide), WO₃",LOOKUP_NEEDED,99.99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Ben-Gurion University,1,2023-06-30,68.33,182.2,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,18606,18606,18606
"SODIUM PERCHLORATE, ANHYDROUS, 98.5% pure, granular, NaClO₄",LOOKUP_NEEDED,98.5%,Anhydrous,unclassified,Unclassified,,PROVISIONAL: Unclassified,METSS Corporation,1,2024-08-22,66.24,132.5,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,C3001,C3001,C3001
"GADOLINIUM OXIDE, 99.9% pure, -325 mesh, Gd₂O₃",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Ben-Gurion University,1,2023-06-30,54.95,237.27,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,17445,17445,17445
"CALCIUM CARBONATE, 99% pure, -325 mesh, CaCO₃",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Spectra-Mat Inc,1,2023-10-23,52.46,577.01,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,11688,11688,11688
"MAGNESIUM NITRATE, HEXAHYDRATE, Soluble grade, flakes, Mg(NO₃)₂.6H₂O",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Partanna Global, Inc",1,2023-07-07,51.0,221.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,11725,11725,11725
"SODIUM SULFATE, ANHYDROUS, Chemically Pure, powder,  Na₂SO₄",LOOKUP_NEEDED,Unknown,Anhydrous,unclassified,Unclassified,,PROVISIONAL: Unclassified,0014237,1,2024-04-22,49.3,50.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,90321,90321,90321
"CALCIUM CARBONATE, >90% pure, Reagent, powder CaCO₃",LOOKUP_NEEDED,90% | Reagent,Reagent,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2024-05-29,44.24,84.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11503,11503,11503
11395,LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Tosoh SMD, Inc.",1,2024-06-04,42.86,700.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11395,11395,11395
"POTASSIUM CHLORIDE, 99.9% pure, ACS Reagent, -4 mesh, KCl",LOOKUP_NEEDED,99.9% | ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,Tetra Technologies,1,2023-08-11,42.0,50.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,17725,17725,17725
"SILICON (IV) OXIDE, 95% pure, -16/+20 mesh, SiO2",LOOKUP_NEEDED,95%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2024-04-15,40.0,40.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,12978,12978,12978
11712,LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Tetra Technologies,1,2024-05-17,35.45,100.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11712,11712,11712
11431,LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Tosoh SMD, Inc.",1,2024-05-29,34.0,230.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11431,11431,11431
"BORON, ELEMENTAL, CRYSTALLINE, 99% pure, -325 mesh, typ. 10 micron average, B",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Epic Advanced Materials,1,2024-08-21,33.33,33.33,1,1,109.99,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",17068,17068,17068
"THULIUM (III) OXIDE, 99.9% pure, -325 mesh, Tm₂O₃",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Ben-Gurion University,1,2023-06-30,33.32,85.41,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,15241,15241,15241
"LEAD (II) CARBONATE, BASIC, 99% pure, -325 mesh, (White Lead, Dibasic Lead Carbonate), Pb(CO₃)₂.Pb(OH)₂",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,0014257,1,2024-07-01,31.56,50.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,90691,90691,90691
"BORON, ELEMENTAL, CRYSTALLINE, 99.5% pure, -325 mesh, typ. 10 mu avg.,  B",LOOKUP_NEEDED,99.5%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Epic Advanced Materials,1,2024-08-21,29.95,33.33,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,14768,14768,14768
"SULFURIC ACID, ACS Reagent, H₂SO₄",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,METSS Corporation,1,2024-08-22,28.13,69.8,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,C2244,C2244,C2244
"AMMONIUM IRON (II) SULFATE, HEXAHYDRATE, ACS Reagent, crystal, (Ferrous Ammonium Sulfate, Hexahydrate), Fe(NH₄)₂(SO₄)₂.6H₂O",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,METSS Corporation,1,2024-08-22,26.03,35.38,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,90206,90206,90206
11283,LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"L3Harris Technologies, Inc",1,2024-07-15,25.0,25.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11283,11283,11283
"UREA, USP, crystal H{2}NCONH{2}",LOOKUP_NEEDED,USP,USP,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,Cascade Columbia Distribution,1,2024-12-30,22.5,367.55,2,1,137.5,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",11252,11252,11252
"POTASSIUM FERROCYANIDE, TRIHYDRATE, 99% pure, ACS  Reagent, crystal, (Potassium Hexacyanoferrate (II), Trihydrate), K₄Fe(CN)₆.3H₂O",LOOKUP_NEEDED,99% | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,Jacquard Products,1,2023-10-03,20.62,25.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,14177,14177,14177
"SILICON (IV) OXIDE, 99.9% pure, mean particle size 45 microns, (Silicon Dioxide, Silica), SiO₂",LOOKUP_NEEDED,99.9%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America | SpaceX,2,2025-04-07,19.22,25.0,2,2,0.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2024, Invoice 2025",C2354,C2354|Temp. Prod.,C2354
"BORON, ELEMENTAL, CRYSTALLINE, >92% B-10 enriched, 99% pure, -325 mesh,  B",LOOKUP_NEEDED,92% | 99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Epic Advanced Materials,1,2024-08-21,16.25,33.33,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,90780,90780,90780
"TUNGSTEN (VI) OXIDE, 99.99% pure, 1-4 mm pieces, sintered, (Tungsten Trioxide; Tungstic Oxide), WO₃",LOOKUP_NEEDED,99.99%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Strem Chemicals, Inc.",1,2023-06-09,12.04,495.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,90333,90333,90333
"COPPER (II) CARBONATE, BASIC, 99% pure, -325 mesh, (Copper (II) Carbonate Dihydroxide), Cu₂(OH)₂CO₃",LOOKUP_NEEDED,99%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,HACH Company,1,2024-05-07,8.78,46.76,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11303,11303,11303
"ASCORBIC ACID, FCC Grade, crystalline powder, (Special for Baja Bobs), C₆H₈O₆",LOOKUP_NEEDED,FCC,FCC,unclassified,Unclassified,,PROVISIONAL: Unclassified,Baja Bob,1,2025-08-04,6.3,34.8,2,1,2517.2,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2025",C2984,C2984,C2984
"MAGNESIUM NITRATE, HEXAHYDRATE, 99% pure, flakes,Mg(NO₃)₂.6H₂O",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Chasm Advanced Materials, Inc",1,2024-05-03,6.14,10.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,C2469,C2469,C2469
"LEAD NITRATE, MIL-DTL-20549C, Pb(NO₃)₂",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,METSS Corporation,1,2025-07-18,4.45,11.02,1,2,3022.04,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2025",11532,11532,11532
"IRON (II) CHLORIDE, TETRAHYDRATE, 40% SOLUTION (Ferrous Chloride Solution), FeCl₂.4H₂O",LOOKUP_NEEDED,40%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,BASF SE (Germany),1,2023-07-18,0.05,0.05,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,11613,11613,11613
"CHEMALLOY MANOX POWDER, MnO",LOOKUP_NEEDED,Unknown,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,The Dow Chemical Company,1,2023-05-19,0.0,78.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,16810,16810,16810
"CHEMALLOY ILMENITE POWDER (30 X 200 MESH),  TiO2",LOOKUP_NEEDED,Unknown,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,The Dow Chemical Company,1,2023-05-19,0.0,37.5,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,18079,18079,18079
"CHEMALLOY ILMENITE POWDER (-325 MESH) , TiO2",LOOKUP_NEEDED,Unknown,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,The Dow Chemical Company,1,2023-05-19,0.0,71.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,17265,17265,17265
"SILICON CARBIDE, ALPHA, 99.9% pure, <1 micron average, black,  SiC",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,0014260,1,2024-07-25,-0.0,25.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,17344,17344,17344
"MAGNESIUM SILICATE, 325 mesh, (as specified in WSRC-TR-2003-00220, Rev 0)",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2025-10-08,-0.01,0.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C2509,C2509,C2509
"SODIUM TETRABORATE, DECAHYDRATE, NF, -70 mesh, Special for Watson Foods, (Borax), Na₂B₄O₇.10H₂O",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2025-05-02,-0.42,0.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C2779,C2779,C2779
"POTASSIUM NITRATE, MIL-DTL-156D, KNO₃",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,METSS Corporation,1,2025-05-30,-0.89,11.02,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,12109,12109,12109
"SODIUM BICARBONATE, 99.5% pure, powder, (Sodium Hydrogen Carbonate; Carbonic Acid; Monosodium Salt), NaHCO₃",LOOKUP_NEEDED,99.5%,None observed,unclassified,Unclassified,Consumer & Industrial,PROVISIONAL: Unclassified; Consumer & Industrial,Enfusia | The Lavish Goat,2,2024-12-12,-0.9,0.0,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024",90775,90775,90775
"ERBIUM OXIDE, 99.9% pure, -325 mesh,  Er₂O₃",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Ben-Gurion University,1,2023-06-30,-1.3,55.62,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,12853,12853,12853
"GIBBSITE, 3431, 8.0 micron, white, ATH, Al(OH)₃ or Al₂O₃.3H₂O",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Oak Ridge National Laboratory,1,2024-11-06,-3.8,0.0,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,R6011,R6011,R6011
"Manganese Blue Pigment, R&D",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Rocking M Ventures LLC,1,2025-12-09,-6.62,0.0,3,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3136,C3136,C3136
"SODIUM CARBONATE, ANHYDROUS, Technical Grade dense, Na₂CO₃",LOOKUP_NEEDED,Technical Grade,Anhydrous | Technical Grade,unclassified,Unclassified,,PROVISIONAL: Unclassified,Alchemy Geopolymer Solutions,1,2024-11-18,-11.59,200.0,2,1,100.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",11193,11193,11193
"Manganese (II) Acetate, Tetrahydrate, 37% solution, 8.25% Mn, (Developmental for BASF), Mn(OOCCH₃)₂·4H₂O",LOOKUP_NEEDED,37% | 8.25%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,BASF Mobile Emissions Catalyst,1,2024-10-21,-12.19,0.0,1,1,0.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",C3077,C3077,C3077
"CALCIUM METAL, GRANULES, REDISTILLED, 99.5% pure,3 mm and smaller,  Ca",LOOKUP_NEEDED,99.5%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,0014244,1,2024-06-27,-15.53,260.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,18835,18835,18835
"TITANIUM DIOXIDE, (as specified in WSRC-TR-2003-00220, Rev 0), TiO₂",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2024-05-13,-22.43,0.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,C2510,C2510,C2510
